citing_work_id,cited_work_id,citation_function,rationale,citer_title,citer_year,citer_field,citer_subfield,citer_type,citer_cited_by_count
W2884543742,W2139502098,,,On geometrical properties of starlike logharmonic mappings,2018,Mathematics,Geometry and Topology,article,2
W2912095383,W2139502098,,,Constant Mean Curvature 1 Surfaces with Low Total Curvature in Hyperbolic 3-Space,2018,Mathematics,Applied Mathematics,book-chapter,2
W2921958632,W2139502098,,,A Representation Formula for Non-conformal Harmonic Surfaces in $$\varvec{R}^{\mathbf{3}}$$ R 3,2019,Mathematics,Applied Mathematics,article,2
W2950444812,W2139502098,,,Genus-One Helicoids from a Variational Point of View,2006,Mathematics,Applied Mathematics,preprint,2
W2951337454,W2139502098,,,Exotic Minimal Surfaces,2010,Mathematics,Applied Mathematics,preprint,2
W2951536068,W2139502098,,,On the Calabi-Yau problem for maximal surfaces in L^3,2007,Mathematics,Applied Mathematics,preprint,2
W2952863249,W2139502098,,,Minimal surfaces with planar boundary curves,2008,Mathematics,Applied Mathematics,preprint,2
W2964308218,W2139502098,,,Mean curvature flows and isotopy problems,2013,Mathematics,Applied Mathematics,article,2
W3034570732,W2139502098,,,The Plateau-Bézier Problem with Weak-Area Functional,2020,Engineering,Computational Mechanics,article,2
W3097220771,W2139502098,,,Quasi-area functional for the Plateau–Bézier problem,2020,Engineering,Computational Mechanics,article,2
W3100290275,W2139502098,,,External geometry of p-minimal surfaces,2012,Mathematics,Applied Mathematics,preprint,2
W3114655196,W2139502098,,,On the existence of foliations by solutions to the exterior Dirichlet problem for the minimal surface equation,2021,Computer Science,Computational Theory and Mathematics,article,2
W3139225501,W2139502098,,,Area Maximizing Surfaces in Lorentzian Spaces,2021,Mathematics,Applied Mathematics,article,2
W3169199833,W2139502098,,,A Strong Parametric h-Principle for Complete Minimal Surfaces,2024,Mathematics,Applied Mathematics,article,2
W3173493181,W2139502098,,,High Frequency Integrable Regimes in Nonlocal Nonlinear Optics,2012,Physics and Astronomy,Statistical and Nonlinear Physics,report,2
W3213581008,W2139502098,,,Riemann zero mean curvature examples in Lorentz–Minkowski space,2022,Mathematics,Applied Mathematics,article,2
W4200586908,W2139502098,,,Design of schwarzite templates based on energy minimization of surfaces,2021,Materials Science,Materials Chemistry,article,2
W4210420014,W2139502098,,,Some Geometric Properties of Nonparametric $$\mu $$-Surfaces in $$\pmb {{\mathbb {R}}}^3$$,2022,Mathematics,Applied Mathematics,article,2
W4286977260,W2139502098,,,Hyperbolic domains in real Euclidean spaces,2021,Mathematics,Geometry and Topology,preprint,2
W4293104478,W2139502098,,,Algebraic equations and graphics of Bour’s minimal surfaces family,2022,Computer Science,Computational Theory and Mathematics,article,2
W4386123109,W2139502098,,,Born–Infeld theory of electromagnetism,2023,Mathematics,Applied Mathematics,book-chapter,2
W4399717357,W2139502098,,,Some Classes of Frontals and Its Representation Formulas,2024,Physics and Astronomy,Astronomy and Astrophysics,article,2
W4399790744,W2139502098,,,Minimal Legendrian surfaces in the tangent sphere bundle of ℝ3,2024,Mathematics,Applied Mathematics,article,2
W4414121971,W2139502098,,,Symmetry breaking induces polarized bandgaps and anomalous elastic wave behavior in gyroid lattices,2025,Engineering,Mechanics of Materials,article,2
W4414487006,W2139502098,,,Spontaneous quantization of the Yang–Mills gradient flow,2025,Physics and Astronomy,Nuclear and High Energy Physics,article,2
W101894047,W2139502098,,,"II International Meeting on Lorentzian Geometry : Murcia, Spain, november 12-14, 2003",2004,Physics and Astronomy,Nuclear and High Energy Physics,article,1
W137722591,W2139502098,,,“Ellipsoid-of-Revolution to Cylinder”: Transverse Aspect,2014,Earth and Planetary Sciences,Oceanography,book-chapter,1
W1509769730,W2139502098,,,The end behavior of complete 2-dimensional area-minimizing mod 2 surfaces in ℝn,1991,Mathematics,Applied Mathematics,article,1
W1522350429,W2139502098,,,SOME LIOUVILLE-TYPE THEOREMS FOR ELLIPTIC EQUATIONS AND THEIR CONSEQUENCES,2008,Mathematics,Applied Mathematics,article,1
W1522559706,W2139502098,,,Numerical Calculation of a Minimal Surface Using Bilinear Interpolations and Chebyshev Polynomials,2006,Engineering,Computational Mechanics,preprint,1
W1528974989,W2139502098,,,$LS_{\lowercase {r}}$-valued Gauss maps and spacelike surfaces of revolution in $\mathbb R_1^4$,2011,Mathematics,Applied Mathematics,preprint,1
W1529287174,W2139502098,,,Equivariant Deformations of Horospherical Surfaces,2010,Earth and Planetary Sciences,Oceanography,article,1
W1536394080,W2139502098,,,Sur les metriques admettant les plans comme surfaces minimales,1996,Mathematics,Geometry and Topology,article,1
W1542681211,W2139502098,,,Bumpy Riemannian metrics and closed parametrized minimal surfaces in Riemannian manifolds,2010,Mathematics,Applied Mathematics,preprint,1
W1619269951,W2139502098,,,Scherk Saddle Towers of Genus Two in $\R^3$,2009,Mathematics,Mathematical Physics,preprint,1
W1632380450,W2139502098,,,A chord-arc covering theorem in Hilbert space,2009,Mathematics,Geometry and Topology,preprint,1
W1759332146,W2139502098,,,HARMONIC MAPPING RELATED WITH THE MINIMAL SURFACE GENERATED BY ANALYTIC FUNCTIONS,2015,Mathematics,Geometry and Topology,article,1
W1825690191,W2139502098,,,"CHEN–GACKSTATTER TYPE SURFACES IN ${\mathbb R}_{1}^{4}$: DEFORMATION, SYMMETRY, AND THE PROBLEM OF EMBEDDEDNESS",2014,Mathematics,Applied Mathematics,article,1
W1889260655,W2139502098,,,Harmonic shears and numerical conformal mappings,2017,Engineering,Computational Mechanics,article,1
W1983487522,W2139502098,,,On a problem of A. Pleijel,1992,Mathematics,Applied Mathematics,article,1
W1986025618,W2139502098,,,Surfaces de Bryant dans H3 de type fini,2002,Mathematics,Applied Mathematics,article,1
W1988559475,W2139502098,,,An a priori estimate for the Gauss curvature of nonparametric surfaces of constant mean curvature,1972,Mathematics,Applied Mathematics,article,1
W1999323379,W2139502098,,,Sur les hypersurfaces minimales dans un espace elliptique à quatre et à cinq dimensions,1972,Mathematics,Applied Mathematics,article,1
W2022959136,W2139502098,,,Minimal tubes of finite integral curvature,1998,Mathematics,Applied Mathematics,article,1
W2028523927,W2139502098,,,"TRANSVECTANT, INTEGRABILITY AND THE BORN–INFELD EQUATION",2004,Mathematics,Applied Mathematics,article,1
W2042484525,W2139502098,,,Some strange properties of minimal surfaces in connection with Plateau's problem,1997,Engineering,Computational Mechanics,article,1
W2050487758,W2139502098,,,On the generalized Weyl problem for flat metrics in the hyperbolic 3-space,2013,Mathematics,Applied Mathematics,article,1
W2060822101,W2139502098,,,Minimal Surfaces with Only Horizontal Symmetries,2011,Mathematics,Applied Mathematics,article,1
W2074147078,W2139502098,,,On a conjecture of Nitsche,1992,Mathematics,Applied Mathematics,article,1
W2083430029,W2139502098,,,When is a minimal surface a minimal graph?,2002,Mathematics,Applied Mathematics,article,1
W2083584953,W2139502098,,,Helicoid-like minimal disks and uniqueness,2011,Mathematics,Applied Mathematics,article,1
W2094323469,W2139502098,,,"Complete stationary surfaces in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si1.gif"" overflow=""scrol",2013,Mathematics,Applied Mathematics,article,1
W2096026969,W2139502098,,,On the symmetry structure of the minimal surface equation,2004,Computer Science,Computational Theory and Mathematics,preprint,1
W2122659556,W2139502098,,,A Minimal Lamination of the Unit Ball with Singularities along a Line Segment,2009,Mathematics,Applied Mathematics,preprint,1
W2149050881,W2139502098,,,On the index of constant mean curvature 1 surfaces in hyperbolic space,2008,Mathematics,Applied Mathematics,preprint,1
W2153388310,W2139502098,,,"Falaco Solitons, Cosmological strings in swimming pool. Update of arXiv/gr-qc/0101098",2006,Arts and Humanities,Philosophy,article,1
W2158350037,W2139502098,,,"Villarceau foliated solitons in the two-dimensional <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si1",2006,Physics and Astronomy,Nuclear and High Energy Physics,article,1
W2244849522,W2139502098,,,Properly embedded minimal surfaces with finite topology,2007,Mathematics,Applied Mathematics,book-chapter,1
W2262196013,W2139502098,,,A Constructive Method for Univalent Logharmonic Mappings,1994,Mathematics,Geometry and Topology,book-chapter,1
W2278522259,W2139502098,,,Deformations of Periodic Minimal Surfaces,1999,Materials Science,"Electronic, Optical and Magnetic Materials",book-chapter,1
W2399548816,W2139502098,,,Surfaces From Deformation of Parameters,2016,Physics and Astronomy,Statistical and Nonlinear Physics,article,1
W2405922225,W2139502098,,,Integrable Curves and Surfaces,2016,Physics and Astronomy,Statistical and Nonlinear Physics,article,1
W2469548130,W2139502098,,,Generalized surfaces with constant H/K in Euclidean three-space,2007,Mathematics,Applied Mathematics,article,1
W2480594370,W2139502098,,,Holomorphic harmonic morphisms,2003,Mathematics,Applied Mathematics,book-chapter,1
W2492443977,W2139502098,,,Harmonic mappings between Riemannian manifolds,2003,Mathematics,Applied Mathematics,book-chapter,1
W2492973584,W2139502098,,,Riemannian manifolds and conformality,2003,Mathematics,Applied Mathematics,book-chapter,1
W2519402492,W2139502098,,,On the growth of supersolutions of nonlinear PDE’s on exterior domains,2016,Mathematics,Applied Mathematics,article,1
W2522177680,W2139502098,,,The Riemann minimal examples,2016,Mathematics,Applied Mathematics,preprint,1
W2532834065,W2139502098,,,ALGEBRAIC MINIMAL SURFACES IN R 4,2004,Mathematics,Applied Mathematics,article,1
W2592477882,W2139502098,,,LS r -valued Gauss Maps and Spacelike Surfaces of Revolution in R 4,2012,Mathematics,Applied Mathematics,preprint,1
W2731550319,W2139502098,,,Finite element approximations of minimal surfaces: algorithms and mesh refinement,2018,Engineering,Computational Mechanics,article,1
W2736054545,W2139502098,,,A remark about minimal surfaces with flat embedded ends.,1999,Mathematics,Geometry and Topology,article,1
W2736699750,W2139502098,,,Transforms for Non-conformal Harmonic Surfaces in $$\varvec{R^3}$$ R 3,2017,Mathematics,Applied Mathematics,article,1
W2736900575,W2139502098,,,"On the conformal duality between constant mean curvature surfaces in $\mathbb{E}(\kappa,\tau)$ and $\mathbb{L}(\kappa,\t",2017,Mathematics,Applied Mathematics,preprint,1
W2751764795,W2139502098,,,Simulation of a Soap Film Möbius Strip Transformation,2017,Materials Science,Materials Chemistry,article,1
W2898390705,W2139502098,,,On certain harmonic mappings with some fixed coefficients,2018,Mathematics,Geometry and Topology,article,1
W2947473847,W2139502098,,,Minimal Bubbling for Willmore Surfaces,2020,Mathematics,Applied Mathematics,article,1
W2950024648,W2139502098,,,One paramter family of solitons from minimal surfaces,2012,Physics and Astronomy,Statistical and Nonlinear Physics,preprint,1
W2950496345,W2139502098,,,Properly embedded minimal planar domains,2013,Mathematics,Applied Mathematics,preprint,1
W2951686278,W2139502098,,,Flat fronts in hyperbolic 3-space and their caustics,2005,Mathematics,Applied Mathematics,preprint,1
W2951752807,W2139502098,,,Infinite Periodic Discrete Minimal Surfaces Without Self-Intersections,2004,Engineering,Computational Mechanics,preprint,1
W2951771066,W2139502098,,,Classification of minimal Lorentz surfaces in indefinite space forms with arbitrary codimension and arbitrary index,2013,Mathematics,Applied Mathematics,preprint,1
W2952893907,W2139502098,,,On the duality between rotational minimal surfaces and maximal surfaces,2017,Mathematics,Applied Mathematics,preprint,1
W2952960590,W2139502098,,,Curvature estimates for minimal submanifolds of higher codimension and small G-rank,2012,Mathematics,Applied Mathematics,preprint,1
W2953035751,W2139502098,,,On the symmetry structure of the minimal surface equation,2004,Mathematics,Applied Mathematics,preprint,1
W2963584084,W2139502098,,,Local interpolation for minimal surfaces,2019,Mathematics,Applied Mathematics,preprint,1
W2963720306,W2139502098,,,Elliptic special Weingarten surfaces of minimal type in $\mathbb{R}^3$ of finite total curvature,2019,Mathematics,Applied Mathematics,preprint,1
W2969946440,W2139502098,,,"On Euler–Ramanujan formula, Dirichlet series and minimal surfaces",2020,Physics and Astronomy,Statistical and Nonlinear Physics,article,1
W2976057645,W2139502098,,,A estruturação do saber relacionado a geometria complexa e a modelagem paramétrica de estruturas regenerativas na arquit,2019,Environmental Science,"Management, Monitoring, Policy and Law",article,1
W2997887456,W2139502098,,,Book Review: Introduction to Global Analysis. Minimal Surfaces in Riemannian Manifolds,2020,Mathematics,Applied Mathematics,book-review,1
W3003704035,W2139502098,,,Attaching handles to Bryant surfaces,2001,Mathematics,Applied Mathematics,preprint,1
W3043466556,W2139502098,,,Minimal surfaces in three-dimensional Matsumoto space,2020,Physics and Astronomy,Astronomy and Astrophysics,preprint,1
W3096004671,W2139502098,,,Nonorientable minimal surfaces with catenoidal ends,2020,Mathematics,Applied Mathematics,article,1
W3105271164,W2139502098,,,AN APPROACH FOR MINIMAL SURFACE FAMILY PASSING A CURVE,2016,Mathematics,Applied Mathematics,preprint,1
W3112467891,W2139502098,,,"Surfaces minimales dans <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:msup> <mml:mi>𝐑</mml:mi> <mml:mn>",1989,Mathematics,Applied Mathematics,article,1
W3116942732,W2139502098,,,Topology of Surfaces with Finite Willmore Energy,2020,Mathematics,Applied Mathematics,article,1
W3157331734,W2139502098,,,A family of genus one minimal surfaces with two catenoid ends and one Enneper end,2021,Mathematics,Applied Mathematics,article,1
W3193462933,W2139502098,,,Graphical Mean Curvature Flow,2021,Mathematics,Applied Mathematics,book-chapter,1
W36637537,W2139502098,,,C 10(3): The Ten Parameter Conformal Group as a Datum Transformation in Three-Dimensional Euclidean Space,2014,Social Sciences,"Geography, Planning and Development",book-chapter,1
W4230036842,W2139502098,,,Stable minimal surfaces of finite total curvature,2002,Mathematics,Applied Mathematics,article,1
W4233424000,W2139502098,,,An a Priori Estimate for the Gauss Curvature of Nonparametric Surfaces of Constant Mean Curvature,1972,Mathematics,Applied Mathematics,article,1
W4238978898,W2139502098,,,Jacobian Elliptic Functions and Minimal Surfaces,1995,Mathematics,Geometry and Topology,article,1
W4312057141,W2139502098,,,On the Index of Minimal Surfaces with Free Boundary in a Half-Space,2022,Mathematics,Applied Mathematics,article,1
W4382988015,W2139502098,,,Compact surfaces with boundary with prescribed mean curvature depending on the Gauss map,2023,Mathematics,Applied Mathematics,article,1
W4386139135,W2139502098,,,Hamiltonian systems and applications,2023,Physics and Astronomy,Statistical and Nonlinear Physics,book-chapter,1
W4386143610,W2139502098,,,Ginzburg–Landau equations for superconductivity,2023,Physics and Astronomy,Statistical and Nonlinear Physics,book-chapter,1
W4389564223,W2139502098,,,On complete space-like stationary surfaces in 4-dimensional Minkowski space with graphical Gauss image,2023,Mathematics,Applied Mathematics,article,1
W4391649343,W2139502098,,,ON A SPECIAL CLASS OF LOGHARMONIC MAPPINGS,2024,Mathematics,Geometry and Topology,article,1
W4399887651,W2139502098,,,Modified defect relation for Gauss maps of minimal surfaces with hypersurfaces of projective varieties in the subgeneral,2024,Mathematics,Geometry and Topology,article,1
W4400004932,W2139502098,,,The Gauss Images of Complete Minimal Surfaces of Genus Zero of Finite Total Curvature,2024,Mathematics,Applied Mathematics,article,1
W4408025574,W2139502098,,,Ramification and unicity theorems for Gauss maps of complete space-like stationary surfaces in four-dimensional Lorentz-,2025,Mathematics,Applied Mathematics,article,1
W54618325,W2139502098,,,Some remarks on the second variation formula for the area,1993,Mathematics,Applied Mathematics,article,1
W67929114,W2139502098,,,Deformations of Minimal Surfaces,2012,Mathematics,Geometry and Topology,report,1
W80732947,W2139502098,,,“Sphere to Cylinder”: Transverse Aspect,2014,Social Sciences,"Geography, Planning and Development",book-chapter,1
W107710019,W2139502098,,,From Sketches to Equations to Pictures: Minimal Surfaces and Computer Graphics,1991,Mathematics,Applied Mathematics,book-chapter,0
W120410205,W2139502098,,,The Laplace Equation and Wave Equation,2010,Engineering,Mechanics of Materials,book-chapter,0
W122577494,W2139502098,,,“Ellipsoid-of-Revolution to Cylinder”: Polar Aspect,2014,Mathematics,Geometry and Topology,book-chapter,0
W1524398539,W2139502098,,,Book Review: Distribution of values of holomorphic mappings,1987,Mathematics,Applied Mathematics,book-review,0
W1527536902,W2139502098,,,Catenoidal layers for the Allen-Cahn equation in bounded domains,2015,Computer Science,Computational Theory and Mathematics,preprint,0
W1543727131,W2139502098,,,Surfaces associated with theta function solutions of the periodic 2D-Toda lattice,2006,Physics and Astronomy,Statistical and Nonlinear Physics,preprint,0
W1556124990,W2139502098,,,Bour's minimal surface revisited: the irreducible implicit equation of the incomplete surface,2014,Mathematics,Geometry and Topology,preprint,0
W1557325179,W2139502098,,,Uniform Approximation by Algebraic Minimal Surfaces in $\mathbb{R}^3$,2009,Mathematics,Applied Mathematics,preprint,0
W1567084667,W2139502098,,,On an Enneper–Weierstrass-Type Representation of Constant Gaussian Curvature Surfaces in 3-Dimensional Hyperbolic Space,2021,Mathematics,Applied Mathematics,book-chapter,0
W1573747969,W2139502098,,,Minimal submanifolds: Encyclopedia of Mathematical Physics,2005,Mathematics,Applied Mathematics,preprint,0
W1589181654,W2139502098,,,Branch points of area-minimizing projective planes,2013,Mathematics,Applied Mathematics,preprint,0
W1595981229,W2139502098,,,A study of particular coordinate systems,2011,Mathematics,Applied Mathematics,dissertation,0
W1607196095,W2139502098,,,Towards a classification of CMC-1 Trinoids in hyperbolic space via conjugate surfaces,2003,Medicine,"Radiology, Nuclear Medicine and Imaging",preprint,0
W1611198270,W2139502098,,,Upper Estimates of the Volume Density for Minimal Quasigraphs,2003,Mathematics,Geometry and Topology,preprint,0
W1640530884,W2139502098,,,An Experimental Investigation on the Static Equilibria and Dynamics of Liquid Bridges,2013,Engineering,Mechanical Engineering,other,0
W1656763129,W2139502098,,,The number of minimal surfaces bounded by Enneper's wire,2015,Mathematics,Mathematical Physics,preprint,0
W1658988300,W2139502098,,,Saddle surfaces in singular spaces,2004,Mathematics,Applied Mathematics,article,0
W1675332373,W2139502098,,,Surfaces associated with sigma models and the sine-Gordon equation,2006,Physics and Astronomy,Statistical and Nonlinear Physics,preprint,0
W167957476,W2139502098,,,Ellipsoid-of-Revolution to Sphere and from Sphere to Plane,2014,Mathematics,Geometry and Topology,book-chapter,0
W173802989,W2139502098,,,"Map Projections of Alternative Structures: Torus, Hyperboloid, Paraboloid, Onion Shape and Others",2014,Mathematics,Geometry and Topology,book-chapter,0
W175053823,W2139502098,,,Konstruktion vollständiger Minimalflächen von endlicher Gesamtkrümmung — eine Anwendung der klassischen Theorie der Funk,1979,Computer Science,Computational Theory and Mathematics,book-chapter,0
W1840843399,W2139502098,,,Lectures on normal Coulomb frames in the normal bundle of twodimensional immersionen of higher codimension,2009,Mathematics,Applied Mathematics,preprint,0
W1851949748,W2139502098,,,A real-analytic Jordan curve cannot bound infinitely many relative minima of area,2006,Mathematics,Applied Mathematics,preprint,0
W1919659023,W2139502098,,,The Gauss map and total curvature of complete minimal Lagrangian surfaces in the complex two-space,2014,Mathematics,Applied Mathematics,preprint,0
W193944727,W2139502098,,,Remarks on a construction of Duistermaat,2004,Mathematics,Geometry and Topology,article,0
W195676135,W2139502098,,,An asymptotic theorem for minimal surfaces and existence results for minimal graphs in $H^2 \times R$,2007,Computer Science,Computational Theory and Mathematics,preprint,0
W1965297031,W2139502098,,,Some remarks on the symmetry of self-conjugate minimal surfaces inR 3,1996,Mathematics,Applied Mathematics,article,0
W1967473878,W2139502098,,,The Weierstrass-Enneper Representation using hodographic coordinates on a minimal surface,2003,Mathematics,Geometry and Topology,preprint,0
W1967605131,W2139502098,,,Complete embedded minimal surfaces of finite total curvature with planar ends of smallest possible order,2009,Mathematics,Applied Mathematics,article,0
W1969848532,W2139502098,,,A New Look for Starlike Logharmonic Mappings,2014,Mathematics,Geometry and Topology,article,0
W1970302253,W2139502098,,,A MINIMAL SURFACE OF R&lt;sup&gt;3&lt;/sup&gt; WITH PLANAR ENDS,2001,Computer Science,Computational Theory and Mathematics,article,0
W1975961947,W2139502098,,,SURFACE GEOMETRY IN VECTOR CALCULUS*,1995,Mathematics,Geometry and Topology,article,0
W1977123058,W2139502098,,,LIMITATIONS ON PRESCRIBING THE HOPF DIFFERENTIAL FOR MINIMAL SURFACES IN H<sup>3</sup>,2002,Mathematics,Geometry and Topology,article,0
W1979207547,W2139502098,,,"For the minimal surface equation, the set of solvable boundary values need not be convex",1996,Computer Science,Computational Theory and Mathematics,article,0
W2007271125,W2139502098,,,A Note on Minimal Surfaces in Euclidean 3-Space,2007,Mathematics,Applied Mathematics,article,0
W2019927387,W2139502098,,,Book Review: Riemannian geometry: A modern introduction,1996,Mathematics,Theoretical Computer Science,book-review,0
W2032082226,W2139502098,,,Local minima of the Gauss curvature of a minimal surface,1991,Mathematics,Geometry and Topology,article,0
W2041526699,W2139502098,,,CONFORMAL IMMERSIONS FOR CMC-SURFACES WITH THE SAME GAUSS MAP,2003,Mathematics,Geometry and Topology,conference-paper,0
W2046163027,W2139502098,,,Collapsing regions and black hole formation,1996,Physics and Astronomy,Nuclear and High Energy Physics,article,0
W2049020683,W2139502098,,,"Minimal surfaces, incompressible flows and the geometric phase",1995,Mathematics,Applied Mathematics,article,0
W2067930882,W2139502098,,,Area-minimizing tori in 3-manifolds,1995,Mathematics,Geometry and Topology,article,0
W2069912933,W2139502098,,,A theorem of Bernstein type for minimal surfaces in ${\bf R}^{4}$,1984,Mathematics,Applied Mathematics,article,0
W2074302231,W2139502098,,,"Mean curvature one surfaces in hyperbolic space, and their relationship to minimal surfaces in Euclidean space",2008,Mathematics,Applied Mathematics,preprint,0
W2074679906,W2139502098,,,A Condition for a Closed One-Form to Be Exact,2011,Mathematics,Applied Mathematics,article,0
W2091871649,W2139502098,,,Adaptive modeling and distribution of large natural scenes,2009,Computer Science,Computer Graphics and Computer-Aided Design,article,0
W2092808046,W2139502098,,,Complete minimal surfaces and the puncture number problem,1993,Mathematics,Applied Mathematics,article,0
W2094196434,W2139502098,,,Normal Coulomb Frames in $${\mathbb{R}}^{4}$$,2012,Mathematics,Applied Mathematics,book-chapter,0
W2096938972,W2139502098,,,Life-time of minimal tubes and coefficients of univalent functions in a circular ring,2009,Mathematics,Applied Mathematics,preprint,0
W2098239955,W2139502098,,,Embedded minimal disks with curvature blow-up on a line segment,2009,Mathematics,Applied Mathematics,book,0
W2106974116,W2139502098,,,On the total curvature and extrinsic area growth of surfaces with tamed second fundamental form,2016,Mathematics,Applied Mathematics,article,0
W2109591984,W2139502098,,,"Class, degree and integral free forms for the family of Bour's minimal surfaces",2014,Mathematics,Geometry and Topology,preprint,0
W2116380976,W2139502098,,,The Doubly Periodic Scherk-Costa Surfaces,2014,Mathematics,Applied Mathematics,article,0
W2116785400,W2139502098,,,On Minimal Surfaces and Their Representations,2010,Mathematics,Applied Mathematics,article,0
W2116836809,W2139502098,,,Dynamics of symplectic subvolumes,2007,Physics and Astronomy,Statistical and Nonlinear Physics,conference-paper,0
W2125436259,W2139502098,,,Spherical Symmetric Solutions for the Motion of Relativistic Membranes in the Schwarzschild-Anti de Sitter Space-Time,2013,Physics and Astronomy,Astronomy and Astrophysics,article,0
W2126897761,W2139502098,,,Complete minimal surfaces and harmonic functions,2009,Mathematics,Geometry and Topology,preprint,0
W2128021862,W2139502098,,,Bernstein type theorems for spacelike stationary graphs in Minkowski spaces,2015,Mathematics,Applied Mathematics,preprint,0
W2131988892,W2139502098,,,Branch points of area-minimizing projective planes and a question of Courant,2014,Mathematics,Applied Mathematics,article,0
W2134108407,W2139502098,,,Analytic Extension of a maximal surface in $\Bbb L^3$ along its boudary,2007,Mathematics,Applied Mathematics,preprint,0
W2135956548,W2139502098,,,EMBEDDED MINIMAL SURFACES OF FINITE TOPOLOGY AND ONE END,2009,Arts and Humanities,Philosophy,article,0
W2138234504,W2139502098,,,Existence of axially symmetric $H$-surfaces of annulus type,1995,Mathematics,Applied Mathematics,article,0
W2149324877,W2139502098,,,The generalized Weierstrass system and an application to the study of deformations of surfaces by means of integrable hi,2009,Physics and Astronomy,Statistical and Nonlinear Physics,article,0
W2152137100,W2139502098,,,The prescribed mean curvature equation for a revolution surface with Dirichlet condition,1996,Mathematics,Applied Mathematics,article,0
W2167227196,W2139502098,,,Triply periodic minimal surfaces which converge to the Hoffman-Wohlgemuth example,2008,Mathematics,Applied Mathematics,preprint,0
W2182083547,W2139502098,,,Minimal Immersion and Harmonic Maps in Heisenberg Group H 2n+1,2010,Mathematics,Applied Mathematics,article,0
W2182282750,W2139502098,,,"On complete minimal immersion χ: RP 2 − {a, b} → R 3 with total curvature −10π",1989,Mathematics,Applied Mathematics,book-chapter,0
W2183186632,W2139502098,,,A note on Busemann equation y,2013,Mathematics,Mathematical Physics,article,0
W2184041237,W2139502098,,,Tittel på avhandlingen Undertittel på avhandlingen,2012,Social Sciences,Political Science and International Relations,article,0
W2184199794,W2139502098,,,Representations for Surfaces Immersed into Multi-Dimensional Euclidean Spaces,2003,Physics and Astronomy,Statistical and Nonlinear Physics,preprint,0
W2185296269,W2139502098,,,Conformal and Asymptotic Properties of Embedded Genus-g Minimal Surfaces with One End,2009,Mathematics,Applied Mathematics,dissertation,0
W2188145194,W2139502098,,,Integral Representation Formula For Maximal Surfaces In The Lorentzian,2011,Mathematics,Applied Mathematics,article,0
W2198811444,W2139502098,,,A Brief Historical Introduction and Motivations,2013,Mathematics,Applied Mathematics,book-chapter,0
W2203214282,W2139502098,,,Sobre a geometria das estruturas de membrana,2015,Engineering,Civil and Structural Engineering,conference-paper,0
W2203603201,W2139502098,,,“Sphere to Cylinder”: Pseudo-Cylindrical Projections,2014,Social Sciences,"Geography, Planning and Development",book-chapter,0
W2210259970,W2139502098,,,"David Hilbert, Paper on ‘Mathematical problems’ (1901)",2005,Mathematics,Geometry and Topology,book-chapter,0
W2215812709,W2139502098,,,“Sphere to Cylinder”: Oblique Aspect,2014,Social Sciences,"Geography, Planning and Development",book-chapter,0
W2219401023,W2139502098,,,“Sphere to Cylinder”: Polar Aspect,2014,Social Sciences,"Geography, Planning and Development",book-chapter,0
W2220494673,W2139502098,,,Ellipsoid-of-Revolution to Tangential Plane,2014,Social Sciences,"Geography, Planning and Development",book-chapter,0
W2229049691,W2139502098,,,“Sphere to Tangential Plane”: Oblique Aspect,2014,Mathematics,Geometry and Topology,book-chapter,0
W2245415246,W2139502098,,,A Bernstein type theorem for graphic self-shrinkers with flat normal bundle,2012,Mathematics,Applied Mathematics,preprint,0
W2248766586,W2139502098,,,Weierstrass Representation for Minimal Surfaces into BCV-Spaces,2013,Mathematics,Applied Mathematics,article,0
W2253715089,W2139502098,,,Boundary Value Problems,2015,Computer Science,Computational Theory and Mathematics,book-chapter,0
W2270659113,W2139502098,,,Modules for the investigation of the central fan question through numerical computation,2015,Engineering,Aerospace Engineering,dissertation,0
W2274534469,W2139502098,,,Flat Lorentz surfaces in anti-de Sitter 3-space and Gravitational Instantons,2015,Mathematics,Geometry and Topology,article,0
W2277541505,W2139502098,,,Vacuum Decay in a Flux Landscape,2016,Physics and Astronomy,Nuclear and High Energy Physics,dissertation,0
W2284360886,W2139502098,,,Complete Embedded Harmonic Surfaces In $\mathbb{R}^3$,2014,Mathematics,Applied Mathematics,preprint,0
W2287143958,W2139502098,,,Análise Complexa e Geometria Diferencial de certas Superfícies do Espaço hiperbólico,2003,Mathematics,Geometry and Topology,article,0
W2310722701,W2139502098,,,The Nitsche conjecture,2009,Mathematics,Applied Mathematics,preprint,0
W2324396341,W2139502098,,,Minimal Surfaces: Nonparametric Theory,2016,Mathematics,Geometry and Topology,article,0
W2325072463,W2139502098,,,Entire radially symmetric graphs with prescribed mean curvature in warped product spaces,2016,Mathematics,Applied Mathematics,article,0
W2326159059,W2139502098,,,Contact Holomorphic Curves and Flat Surfaces,2000,Mathematics,Geometry and Topology,conference-paper,0
W2341687085,W2139502098,,,OF THE MINIMAL SURFACE EQUATION,1992,Mathematics,Geometry and Topology,article,0
W2368557102,W2139502098,,,Bounds on the topology and index of minimal surfaces,2019,Mathematics,Applied Mathematics,article,0
